Date,Close,High,Low,Open,Volume
,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
2025-04-15,304.54998779296875,310.45001220703125,303.70001220703125,307.20001220703125,16563441
2025-04-16,305.75,307.0,302.79998779296875,304.45001220703125,7032401
2025-04-17,309.0,309.79998779296875,302.0,305.45001220703125,8528993
2025-04-21,320.0,322.0,308.45001220703125,310.0,13369014
2025-04-22,312.54998779296875,319.75,312.1000061035156,319.75,10027268
2025-04-23,314.95001220703125,316.1000061035156,309.45001220703125,314.1499938964844,8225575
2025-04-24,314.3999938964844,315.8500061035156,312.8500061035156,314.8999938964844,8021180
2025-04-25,306.5,315.3999938964844,303.3999938964844,313.0,11475773
2025-04-28,308.54998779296875,310.95001220703125,303.54998779296875,304.20001220703125,7314824
2025-04-29,302.95001220703125,310.79998779296875,301.20001220703125,308.54998779296875,14678005
2025-04-30,307.45001220703125,310.0,301.8999938964844,304.45001220703125,17619987
2025-05-02,303.04998779296875,309.0,302.29998779296875,305.5,5688285
2025-05-05,308.20001220703125,310.70001220703125,304.6499938964844,304.79998779296875,4342960
2025-05-06,307.6000061035156,310.45001220703125,305.54998779296875,307.6000061035156,9124804
2025-05-07,311.1000061035156,313.1499938964844,307.0,308.0,14679327
2025-05-08,308.25,317.3999938964844,304.0,313.3999938964844,19253478
2025-05-09,299.29998779296875,303.04998779296875,296.3999938964844,300.0,11981497
2025-05-12,309.04998779296875,311.1000061035156,304.04998779296875,304.04998779296875,7145884
2025-05-13,298.45001220703125,308.75,298.0,305.0,17988336
2025-05-14,295.95001220703125,300.54998779296875,294.04998779296875,299.20001220703125,10359258
2025-05-15,299.6499938964844,300.3999938964844,291.04998779296875,295.8999938964844,22640626
2025-05-16,300.20001220703125,302.20001220703125,295.5,300.0,16763668
2025-05-19,304.04998779296875,304.5,299.0,302.0,12575289
2025-05-20,297.8999938964844,305.29998779296875,297.1000061035156,304.3999938964844,21339095
2025-05-21,296.1499938964844,302.25,295.6499938964844,297.75,11997632
2025-05-22,290.8999938964844,296.3500061035156,286.54998779296875,295.8999938964844,26158839
2025-05-23,298.1000061035156,298.75,291.75,292.0,9872024
2025-05-26,296.70001220703125,303.79998779296875,295.75,300.04998779296875,16469130
2025-05-27,294.54998779296875,297.6000061035156,292.20001220703125,297.0,17074710
2025-05-28,291.1499938964844,295.6499938964844,290.5,294.54998779296875,10099453
2025-05-29,293.1000061035156,293.8999938964844,291.3500061035156,291.3500061035156,9773818
2025-05-30,289.75,294.6499938964844,288.25,292.0,21788566
2025-06-02,293.04998779296875,293.6499938964844,288.3999938964844,290.29998779296875,7255782
2025-06-03,288.25,295.3999938964844,287.75,292.5,10989055
2025-06-04,288.54998779296875,289.79998779296875,287.04998779296875,288.25,8580196
2025-06-05,294.25,295.25,290.1000061035156,291.0,13110486
2025-06-06,295.79998779296875,297.0,292.95001220703125,293.54998779296875,7935393
2025-06-09,300.5,301.1499938964844,296.1499938964844,298.0,8666186
2025-06-10,301.04998779296875,301.79998779296875,298.25,300.54998779296875,7273892
2025-06-11,295.45001220703125,301.3999938964844,294.0,301.1000061035156,10941604
2025-06-12,289.0,295.79998779296875,288.5,295.1499938964844,14071159
2025-06-13,285.5,286.45001220703125,281.79998779296875,282.54998779296875,16028417
2025-06-16,288.6499938964844,290.5,286.29998779296875,287.95001220703125,11067299
2025-06-17,288.54998779296875,290.45001220703125,287.20001220703125,288.6499938964844,7286868
2025-06-18,287.29998779296875,288.29998779296875,285.5,287.5,11904855
2025-06-19,286.45001220703125,287.6499938964844,285.29998779296875,286.79998779296875,13573824
2025-06-20,293.1000061035156,294.5,285.04998779296875,285.54998779296875,33014151
2025-06-23,290.25,293.45001220703125,288.1000061035156,291.3999938964844,6833477
2025-06-24,285.95001220703125,294.70001220703125,285.3500061035156,293.45001220703125,15007849
2025-06-25,290.45001220703125,291.1000061035156,286.5,286.5,10838516
2025-06-26,293.5,294.25,289.75,290.79998779296875,10232220
2025-06-27,299.25,300.70001220703125,294.1499938964844,295.0,15523628
2025-06-30,299.8999938964844,301.0,296.25,300.3999938964844,8415241
2025-07-01,297.54998779296875,301.5,297.0,301.0,12349270
2025-07-02,294.8500061035156,298.75,293.3999938964844,297.54998779296875,10826029
2025-07-03,293.70001220703125,298.95001220703125,293.1000061035156,298.3999938964844,10373094
2025-07-04,294.0,295.1499938964844,291.6499938964844,293.70001220703125,14193884
2025-07-07,295.8999938964844,296.6499938964844,293.5,294.70001220703125,6220756
2025-07-08,297.75,298.3999938964844,293.04998779296875,294.1499938964844,6254288
2025-07-09,299.6499938964844,300.0,296.3999938964844,298.25,5650646
2025-07-10,299.25,302.70001220703125,298.0,300.0,9307817
2025-07-11,298.54998779296875,300.8999938964844,296.95001220703125,299.25,7073217
